,class,predicted,top_10_tokens
4352,4,9,"['工程', '智能电网', '线路', '强电', '送变电', '建筑', '电压', '电能', '安装', '电气工程', '电网', '架空', '电力工程', '运维', '建筑物', '照明', '等级', '电缆', '包含', '电气', '运行', '工程施工', '调试', '再分配', '光能', '动力工程', '他用', '举足轻重', '合同额', '公共绿地', '应变能力', '功能']"
4353,4,0,"['叉车门架', '铲刃', '履带板', '美国卡特彼勒公司', '韩国现代重工集团', '韩国斗山产业车辆公司', '履带', '型钢', '导轨', '典型', '电梯', '工程机械', '车辆', '专用设备', '制造商', '零部件', '系列', '大型', '工程', '营业收入', '期内', '报告', '销售', '钢', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
4354,4,9,"['制管', '无锡市', '管道', '成套设备', '评为', '企业', '生产线', '高端', '江苏省', '设备', '直缝焊管扩径机', '整圆', '核心自主知识产权', '直缝埋弧焊管扩径机', '扩径', '平头', '倒棱机', '铣边机', '试管机', '无锡市人民政府', '无锡市级企业技术中心', '数字企业', '制管装备工程技术研究中心', '重压', '矫直机', '相媲美', '桥梁建设', '三星级', '生产性', '无锡市科学技术局', '低速', '中国机械工业科学技术奖']"
4355,5,3,"['氨基葡萄糖', '甲壳素', '海洋生物', '提取', '甲壳质', '制剂类', '以虾', '生物蛋白浆', '241', '蟹类', '系列产品', '饲料级', '壳聚糖', '234', '109', '壳体', '产出', '蛋白', '39', '22', '营业收入', '化工原料', '2016年', '天然', '化工产品', '深加工', '2015年度', '生物', '立足于', '原料', '经审计', '利用']"
4356,4,3,"['园林工程', '福建省', '绿化', '施工', '苗木', '养护', '种植', '晋江市', '2005年度', '企业', '工程质量', '2003', '各个方面', '2010', '2011年度', '出色', '提供集', '十佳', '一体', '过硬', '为主体', '花卉', '荣誉称号', '为辅', '农业产业化', '地产', '2004', '壹级', '园林绿化', '2007年', '保护', '实力']"
4357,4,3,"['可逆', '无损', '历史', '保护', '破损', '历保', '已久', '修旧如', '建筑', '诉求', '文物保护', '突破性', '进展', '之日起', '基层', '上海市', '首批', '资质证书', '修复', '探索', '方法', '两大', '2009年', '解决', '工程施工', '领域', '我国', '行业', '研究', '研发', '自主', '需求']"
4358,6,3,"['精密', '镍带', '方林科技', '行业', '镍合金', '造币', '国内外', '三星电子', '带材', '各种规格', '比亚迪', '电池', '电动工具', '资格', '合格', '复合', '2008年', '关系', '合作伙伴', '新材料', '多家', '知名企业', '用于', '发生变化', '供应商', '期内', '报告', '成立', '企业', '研发', '销售', '箔']"
4359,7,3,"['番茄', '天山', '番茄红素', '含量', '石河子', '雪水', '饱满', '亮丽', '甘甜', '爽口', '谷维素', '霉菌', '超出', '光照', '滋味', '平均水平', '北麓', '粘度', '充足', '新疆', '种植基地', '地处', '灌溉', '时间', '国外', '结构', '采购', '制品', '位于', '稳定', '设立', '变化']"
4360,4,9,"['配电室', '安装', '维修', '变配电', '高低压配电柜', '电缆', '送电线路', '制安', '咨询', '电压', '变电站', '电气设备', '变压器', '投资', '工程技术', '等级', '日常', '工程施工', '调试', '1988年8月3日', '26年', '直流系统', '微机继电保护装置', '接地网', '交接', '测算', '送变站工程', '北京市电力行业协会', '万科集团', '北京市政府', '444', '资质']"
4361,3,10,"['移动通信', '制式', '网络', '通信', '2006年12月', '一个多', '网络综合', '双软企业认定', '资质', '网络优化', '认证', '端到端', '一贯', '广州市', '精英', '信息网络', '软件', '更好', '乙级', '厂家', '技术', '致力', '三级', '工具', '信息安全', '解决方案', '2011年', '认定为', '信息系统集成', '厂商', '秉承', '优化']"
4362,4,9,"['锅炉', '铸铁', '商用', '燃油', '家用', '燃气', '资质', '制造', '2004', '认证', '日本', '2008', '美国', '区域', '国家', '冷凝式锅炉', '美国威玛公司', '济南鲁联集团锅炉有限公司', '环境认证', '铸造业协会', '中国锅炉行业协会', '锅片', '美国机械工程师协会', '免检', '常任理事', '高效', '成本低', '不懈努力', '准入', '企业管理制度', '十几年', '2007']"
4363,9,9,"['汽车', '情形', '不存在', '零部件', '资质', '具备', '经营', '沈阳华晨金杯汽车有限公司', '华晨汽车集团控股有限公司', '北汽福田汽车股份有限公司', '重庆力帆乘用车有限公司', '厦门金龙联合汽车工业有限公司', '厦门金龙旅行车有限公司', '比亚迪汽车有限公司', '第114579号', '商品', '立信会计师事务所', '辅件', '上海大众汽车有限公司', '塑料包装箱', '日用塑料制品', '齐备', '长期', '塑料零件', '违法行为', '信会师报', '规范性', '外饰件', '进出口', '超越', '车身', '措施']"
4364,4,3,"['钻机', '凿岩', '比例', '全液压', '空压机', '产品销售', '列入', '浙江省科学技术厅', '浙江省财政厅', '浙江省国家税务局', '浙江省地方税务局', '气源', '钻车', '中国工程机械协会', '配件', '露天', '孔径', '空气压缩机', '首台', '工业', '57', '中国', '四类', '2015年9月', '工信部', '自有品牌', '国家火炬计划', '开采', '高新技术产品', '应用服务', '行业标准', '50']"
4365,4,10,"['建筑', '建筑智能化系统', '上海市', '建筑智能化', '领域', '集成', '运行', '文教建筑', '田子坊', '客流', '广州亚运会', '系统集成', '居住', '维护', '上海世博会', '商用', '文化创意', '养老', '工程施工', '调试', '系统', '采购', '设计', '公共安全', '涵盖', '办公', '3项', '合同', '智慧城市', '行政', '设备', '2008']"
4366,5,9,"['基因诊断', '制造业', '个体化', '个体化用药', '医药', '行业', '生物', '营业收入', '代码', '分类', '药品', '方向', '中华人民共和国国家统计局', '循环肿瘤', '临床医生', '所属', '007', '检测', '2011年7月', '211', '108', '160', '试剂盒', '国民经济行业分类标准', '稳步发展', '细胞', '诊疗', '全国中小企业股份转让系统公司', '肿瘤', '10月', '疾病', '医学']"
4367,4,6,"['制造', '专用设备', '修理', '金属结构制造', '机械', '电器', '工程设计', '租赁', '机械设备', '电工机械', '罐装', '咨询服务', '金属表面处理', '辅件', '热处理加工', '码垛', '投资', '焊接设备', '设备', '技术开发', '工业', '电子工业', '自动控制系统', '通用机械', '环境保护', '专控商品', '自有资金', '切割', '机电设备安装工程', '搬运', '工业机器人', '电气设备']"
4368,6,1,"['农药', '原药', '净利润', '绍兴贝斯美', '杭州湾上虞经济技术开发区', '扣除非', '经常性', '损益', '技术攻关', '绍兴市', '农药制剂', '27', '产量', '主营业务收入', '公司总部', '23', '产能', '医药中间体', '制剂', '全产业链', '创立', '2015年度', '位于', '提高', '2014年度', '比重', '创新', '营业收入', '运营', '高新技术企业', '期内', '报告']"
4369,7,2,"['饲料', '研发', '销售', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
4370,3,8,"['多米音乐', '偶扑', '音乐', '用户', '在线音乐', '平台', '在一起', '数字', '互动', '音乐云', '服务提供商', '亿万', '垂直化', '电台', '发力', '正版', '相互促进', '个性', '粘性', '粉丝', '流量', '便捷', '社区', '娱乐', '解决', '个性化', '移动互联网', '功能', '终端', '运营商', '覆盖', '提高']"
4371,3,9,"['学习', '清睿教育', '教练', '听说', '语音', '家长', '校园', '学生', '虚拟', '终端用户', '网络', '学校', '空间', '心理声学', '英语口语', '课下', '交给', '4000所', '400万', '120万', '更广泛', '抵达', '400多家', '200个', '自愿', '中小学生', '22个', '着重', '智能', '教育软件', '人工智能', '评测']"
4372,4,9,"['气膜建筑', '建筑', '外壳', '系统', '材为', '锚固', '超大', '形式', '新材料', '纤维', '密封', '安全性', '内部', '空间', '一种', '保证', '控制系统', '技术', '支撑', '新型', '膜材', '建筑学', '结构力学', '对外部', '正压', '备用系统', '正交', '网状', '钢缆', '抗风', '抗雪', '以气']"
4373,3,10,"['缩微', '档案', '纸质', '档案馆', '档案管理', '数字', '一体化', '数字化', '铁路', '医院', '合二为一', '金融', '异地', '评定', '信息管理系统', '部门', '顺利', '两项', '双软企业', '各类', '技术', '提出', '存储', '成立', '行业', '成功', '应用于', '发生变化', '研究', '2012年', '高新技术企业', '专注']"
4374,9,9,"['涡轮增压器', '可变', '喷嘴', '内燃机', '涡轮增压器密封环', '零部件', '截面', '2010', '条件', '核心', '产品质量', '浮动', '止推轴承', '北京理工大学', '第1', '第2', '26549', '几何', '密封环', '中南大学', '校企', '提升', '多所', '系列', '逐步提高', '层次', '批量', '科研单位', '3个', '国家重点新产品', '轴承', '通用']"
4375,9,9,"['点火', '分电器', '点火线圈', '汽车配件', '模块', '汽车', '工具', '美国', '蚌埠', '试听', '广州办事处', '一家子公司', '门锁', '大灯', '小五金', '车系', '分支', '装配线', '2012年7月', '玻璃升降器', '后视镜', '子公司', '多种不同', '三条', '繁多', '继电器', '销售', '汽配', '电路', '车型', '家用', '为主体']"
4376,9,3,"['组件', '上海汇众', '哈飞汽车', '上海华普', '昌河汽车', '656个', '纵梁', '置物', '前后轮', '备胎箱', '现代汽车', '大灯', '天窗', '吉利汽车', '门槛', '十几种', '盖板', '冲压件', '模具设计', '车型', '较强', '品种', '具备', '配套', '大型', '汽车', '能力', '专注', '制造', '成立', '企业', '前']"
4377,8,3,"['疗法', '康复理疗', '康复理疗类', '电疗法', '中频电疗仪', '空气波压力治疗仪', '经皮神经电刺激仪', '神经肌肉电刺激仪', '痉挛肌', '低频治疗仪', '高频妇科治疗机', '如二', '社区医院', '乡镇卫生院', '护理院', '养生馆', '因子', '传导', '民营医院', '康复中心', '家庭用户', '养老院', '三级医院', '保健', '仪器', '研制', '现代化', '医疗', '覆盖', '机构', '应用于', '广泛应用']"
4378,3,8,"['用户', '游戏', '支持', '全球', '新锋联盟', '赚钱儿', '新锋网', '渠道', '系统管理', '助手', '开发者', '发行商', '集合', '联盟', '分发', '交流', '工具', '开发商', '社区', '生态', '体验', '旗下', '手机', '发行', '一站式', '全方位', '终端', '广告', '覆盖', '提升', '解决方案', 'Windows']"
4379,9,10,"['东莞创机电业制品有限公司', '吸音', '密封材料', '阻尼', '导热', '格力电器', '降噪', '减震', '跨国公司', '介质', '阻燃', '密封', '绝缘', '橡胶', '技术水平', '国内', '关系', '合作伙伴', '多家', '知名企业', '零部件', '战略', '知名', '覆盖', '长期', '稳定', '先进', '一体', '国家', '高新技术企业', '领域', '研发']"
4380,4,3,"['火电', '水电', '长轴深井泵', '井用潜水泵', '深井泵', '长江三峡水电站', '溪洛渡水电站', '二滩水电站', '葛洲坝水电站', '上海外高桥电厂', '黔西电厂', '四川泸州电厂', '供水', '贵州', '湖北', '灌溉', '云南', '四川', '矿山', '竞争', '农业', '化工', '采用', '城市', '重点', '广泛应用', '优势', '工程', '研发', '制造', '设计', '成立']"
4381,6,3,"['大众科技', '田师傅', '农资', '循环', '发明专利', '喜运', '中喜', '高塔氯基', '硫基', '硝硫基复肥', '十六大', '低碳农业', '农用化', '1至3月', '14个', '制高点', '土壤调理剂', '23个', '绝大部分', '起点', '高产', '资源', '100多个', '品牌', '低碳', '生物有机肥', '园艺', '中国', '华南地区', '低碳环保', '殊荣', '六大']"
4382,7,8,"['动漫', '食品', '动漫产业', '推动', '动漫化', '饼干', '糖果', '并购', '快消', '动画片', '介入', '落地', '衍生品', '服务型', '衍生产品', '休闲', '培育', '成长', '影响力', '发行', '价值', '方式', '整合', '产业', '提升', '内容', '制作', '领先', '综合', '国内', '发展', '开发']"
4383,6,5,"['一家年', '宿迁市', '180亩', '高密度纤维板', '万立方米', '落户', '占地', '市级', '农业产业化', '16', '2011年', '评为', '龙头企业', '企业', '中', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
4384,8,3,"['微体', '除皱', '以眼', '非手术', '面部', '爱美', '年轻化', '时空', '抗衰老', '人士', '医疗美容', '整形', '营造', '汇聚', '顶级', '舒适', '2004年', '修复', '特色', '专家', '现代化', '环境', '医疗', '机构', '团队', '提升', '国际', '基础', '核心', '项目', '成立', '雕']"
4385,3,10,"['车站', '客运', '系统集成', '成为智能', '太原站', '太原南站', '宁武站', '绍兴站', '领军者', '发展', '核心', '服务质量', '高铁', '此基础', '案例', '业务', '好评', '规模化', '售后服务', '交通', '销售业务', '硬件', '成功', '技术咨询', '拓展', '具备', '多个', '重点', '维护', '模式', '国家', '项目']"
4386,10,6,"['大数据', '营销', '用户', '咨询', '行政', '法规', '法律', '普方立民', '策划', '人才中介', '礼仪', '项目', '旗下子公司', '技术开发', '网络', '广告业', '证券', '广告业务', '国内贸易', '登记', '国务院', '营销策划', '企业管理', '媒介', '技术推广', '经营', '文化', '技术进出口', '许可', '通信', '不含', '金融']"
4387,7,0,"['制糖', '冰糖', '冰片糖', '方糖', '糖霜', '糖浆', '蔗糖', '大型超市', '国际市场', '订单', '经销商', '国外', '承接', '销售', '食品', '系列产品', '大型', '各类', '国内', '企业', '研发', '精', 'OEM', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
4388,4,3,"['陶瓷调节阀', '球阀', '陶瓷', '结构性', '苛刻', '耐磨损', '磨具', '磨料', '恶劣', '有机硅', '多晶硅', '工况', '陶瓷制品', '耐高温', '耐腐蚀', '冶炼', '煤化工', '流体', '主导产品', '高压', '造纸', '特性', '石油化工', '钢铁', '矿山', '特种', '能源', '冶金', '专利', '多项', '控制', '环保']"
4389,4,1,"['绿化', '审计报告', '路街', '第112263号', '立信会计', '456', '信会师报', '118', '公园', '77', '广场', '2013', '67', '园林景观', '园林绿化', '苗木', '养护', '培育', '显示', '占比', '出具', '2015', '发生变化', '施工', '大型', '2014年', '工程', '营业收入', '主营业务收入', '设立', '设计', '企业']"
4390,6,4,"['水性树脂', '水性光油', '油墨', '水性', '期内', '报告', '变化', '12', '10', '发生', '均为', '比例', '环保', '一体', '营业收入', '主营业务收入', '国家', '高新技术企业', '成立', '研发', '销售', '520.72万元', '803.71万元', '占', '100%', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
4391,3,10,"['信息安全', '进攻', '全线产品', '团队', '产权', '防御', '积累', '芯片', '沉淀', '划分', '架构', '公共', '模块', '智慧城市', '产品设计', '数字化', '三大', '解决方案', '人才', '高科技', '厂商', '核心技术', '规划', '商业', '完整', '智能化', '方案', '传统', '利用', '业务', '技术', '信息化']"
4392,6,3,"['涂料', '情况', '结构', '超细重质碳酸钙', '超细硫酸钡', '超细滑石粉', '海虹', '老人', '海虹老人集团', '江苏柏鹤涂料有限公司', '苏州华苏塑料有限公司', '美国华美集团', '英力士', '江苏苏化', '南京天祥涂料有限公司', '群鑫物流', '超细粉体', '世界领先', '期内', '报告', '密封胶', '收入', '昆山', '油漆', '合资', '压延', '油墨', '胶粘剂', '非金属矿', '薄膜', '服务收入', '主营业务收入']"
4393,3,10,"['三九养生堂', '三九', '养生类', '淮安三九保健品有限公司', '北京民生康科技有限公司', '弘扬', '参股公司', '推广', '养生', '中医', '两家', '不存在', '保健', '分公司', '旗下', '网站', '全资子公司', '文化', '健康', '控制', '子公司', '营销', '用户', '信息', '基础', '软件', '运营', '平台', '期内', '报告', '变化', '发生']"
4394,3,9,"['本公司', '中国移动', '斑马网', '娱乐', '移动营销', '政企', '中国联通', '媒体', '增值', '排名', '无线', '收入', '应用领域', '基地', '获取', '领域', '咪咕', '服务商处', '广告主处', '艾瑞网', '近一个月', '第四', '企信通', '通信费', '运营商', '持续上升', '联营', '2015年5月31日', '推广', '移动信息化', '评测', '导航']"
4395,4,9,"['电解槽', '乙烯基树脂', '储槽', '聚丙烯', '三耐环保', '有色', '废气', '环保', '成套', '行业', '国外', '杭州三耐环保科技股份有限公司', '氮氧化物', '氯气', '无微不至', '一场', '沙特', '刚果金', '诞生', '原创性', '原动力', '电积', '至诚', '至善', '技术性', '二氧化硫', '制定者', '国内', '紧紧围绕', '引领者', '首条', '革命']"
4396,6,9,"['红丹', '电子化学品', '电子级', '铅酸蓄电池', '行政许可', '下游', '属性', '行业', '安徽省', '方可', '内化成', '四氧化三铅', '2014年3月1日', '取决于', '专用性', '江苏双登', '骆驼股份', '601311', '黄丹', '涉及', '极板', '超威动力', '天能动力', '风帆股份', '600482', '南都电源', '300068', '废旧塑料', '应用于', '2013年10月', '紧密结合', '主持']"
4397,6,10,"['模具', '塑胶制品', '生产工艺', '智能家居', '先进', '注塑', '电子设备', '经验丰富', '化妆品', '通讯设备', '人员', '来源于', '强大', '设备', '精密', '领域', '利用', '优质', '广泛应用', '汽车', '能力', '基础', '营业收入', '加工', '主营业务收入', '需求', '销售', '专注', '期内', '报告', '设计', '技术']"
4398,3,10,"['教育信息化', '教育', '小学生', '高中生', '教育资源', '教育软件', '教育领域', '老师', '成长性', '家长', '生态圈', '主管部门', '新兴', '卓越', '深耕', '聚焦', '创新能力', '最具', '学校', '云计算', '努力', '融合', '智慧', '高科技', '移动互联网', '大数据', '持续', '战略', '产业', '提供商', '打造', '技术']"
4399,4,9,"['混凝土保护剂', '挂板', '保护剂', '国外', '所属', '混凝土', '技术咨询', '涂料', '技术开发', '化学', '技术', '天然树脂', '清水混凝土保护剂', '混凝土制品', '低碳经济', '日本旭硝子公司', '瓦克', '一片空白', '行业', '指在', '系列产品', '保护环境', '低耗', '提倡', '竞争对手', '制造业', '合成树脂', '环保', '先行', '颜料', '进口产品', '本土化']"
4400,3,5,"['联商网', '搜铺网', '同时在线', '零售行业', '信息资讯', '网络广告', '信息管理', '会展', '2000年', '中介', '共享', '衍生', '旗下', '房地产', '成立', '培训', '子公司', '建设', '信息', '市场', '平台', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
4401,4,9,"['污水', '水处理', '过滤器', '污染物', '微生物', '加药装置', '物理法', '表层', '空气过滤器', '钢带', '无害', '深层', '滤芯', '物质', '过滤', '分离', '全自动', '作用', '转化', '农业', '菲利特', '除油', '化学法', '生物法', '化学性质', '生物膜法', '浅层介质过滤器', '中速', '高速过滤器', '无阀过滤器', '叠片过滤器', '陶瓷膜过滤器']"
4402,7,3,"['蔬菜', '种植', '盆栽蔬菜', '盘菜', '大棚菜', '西红柿', '胡萝卜', '黄瓜', '茄子', '菠菜', '茼蒿', '乌塌菜', '油麦菜', '生菜', '苦菊', '小白菜', '大田', '圣女果', '辣椒', '礼盒', '油菜', '也称', '主营业收入', '月份', '四大类', '保健', '储存', '农业', '品种', '2013年度', '分为', '2014年度']"
4403,10,4,"['概念设计', '美术', '文化产业', '动漫', '三个', '影视', '职业', '情况', '游戏', '培训', '增值', '分为', '单位', '2013年', '能力', '2014年', '核心', '2015年', '主营业务收入', '项目', '开发', '业务', 'CG', 'IP', '月', '表', '元', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
4404,3,8,"['广和慧云', '分布', '网络平台', '消费', '数据中心', '技术标准', '信息', '架构图', '江苏省经信委', '云数据中心', '江苏省科技厅', '评为', '20项', '区域', '企业', '重点', '数量', '信息化', '流量', '江苏省', '资源', '社会', '认定为', '孤岛', '二化', '携同', '中国电子信息发展研究院', '评委', '江苏省发改委', '标准', '城市', '终端']"
4405,4,0,"['电源', '通信', '功率密度', '高可靠性', '产品规格', '高效率', '国防', '装备制造', '新能源汽车', '齐全', '技术水平', '知名度', '领域', '本公司', '应用于', '国际', '供应商', '领先', '先进', '制造', '设备', '技术', '研发', '销售', '高', 'DC', 'DC电源模块', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
4406,3,8,"['游戏', '网络游戏', '在线', '音数协', '工委', '伽马', '国际数据公司', '传输方式', '广电网', '个体性', '英文名称', '个人电脑', '处理器', '广域网', '新游戏', '人物', '可持续性', '多人', '数据传输', '网游', '中国', '角色', '又称', '平板', '载体', '智能手机', '出版', '服务器', '场景', '交流', '操作', '电脑']"
4407,6,9,"['包装', '美凯宝', '包装制品', '纸质', '应用于', '技术', '金属', '产品质量', '彩箱', '听罐', '局限于', '国际性', '环境', '多项', '金属包装', '6年', '企业', '广泛地', '首选', '防伪', '质量', '企业认证', '以往', '纸板', '纸箱', '包装用', '经历', '相继', '更是', '各方面', '优质产品', '理解']"
4408,3,9,"['场景', 'pro', 'cn', '广告', '光音小云', '覆盖', 'www', '互联', '网络', '消费', '2003年3月', 'local', '和光音小云', '驻地', '城市热点', '数十万', '数达', 'xiaoyun', '云管端', '星美影院', '好伦哥', '味多美', '浩沙健身', '我家', '大鸭梨', '数万家', '大数据', '直达', '近百家', '1亿', '步入', '软硬']"
4409,6,9,"['三聚氰胺', '硝基复合肥', '硝酸铵', '尿素', '双氧水', '管理体系', '领先水平', '制造商', '全球', '浓硝酸', '中氮协科技', '四川省大企业大集团', '第90位', '19580', '硝基', '合成氨', '获省', '特等奖', '38项', '硝酸', '内控', '2013年7月', '紧紧围绕', '进一步提高', '资源配置', '局面', '绩效', '复合肥', '品牌建设', '位居', '最好的', '中国']"
4410,6,3,"['线材', '玩具', '日用品', '汽车工业制品', '注射类', '常温下', '颗粒状', '乳白', '热塑性弹性体', '内销', '颜色', '兼具', '材料', '珠三角', '挤出', '透明', '改性', '特性', '橡胶', '之间', '高分子', '分布', '一种', '塑料', '区域', '医疗器械', '下游', '用于', '涵盖', '推广', '各类', '专注']"
4411,4,3,"['总装', '下线', '压机', '智能', '股权', '检测', '投资', '设备', '发动机装配线', '车轮下', '劳防', '电脑软硬件', '汽车智能', '音响器材', '自动化', '装配线', '烟花爆竹', '车轮', '涂胶', '五金工具', '爆炸', '装配生产线', '服装鞋帽', '监控化学品', '咨询', '主机厂', '商务信息', '陶瓷制品', '经工商局', '计算机信息系统', '批准', '文化用品']"
4412,3,10,"['信息化', '宁夏新亚凯拓电子商务股份有限公司', '防火墙', '科学仪器', '零散', '系统集成', '人员培训', '商品销售', '网络营销', '行业', '公共服务', '事业', '政府机关', '服务器', '部署', '后期', '防范', '为其', '环节', '社会', '细分', '企事业单位', '情况', '信息系统集成', '教育', '维修', '运维', '信息技术', '硬件', '软硬件', '医疗', '一体化']"
4413,8,2,"['医疗器械', '穿刺', '静脉留置针', '注射', '监督管理', '一次性', '重点', '国家', '期内', '报告', '变化', '发生', '研发', '销售', '类', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
4414,4,8,"['综合体', '能源', '区域', '城市', '建筑群', '能源供应', '整体', '运营', '上海之鱼', '东滩生态城', '长者', '青岛国际啤酒城', '汉南', '新城', '欧洲风情小镇', '上海迪士尼能源中心', '专业化', '指向', '供冷', '张江高科技园区', '策划', '商业中心', '中心', '交通枢纽', '团队', '近期', '大型', '人员培训', '咨询', '供热', '低碳', '限于']"
4415,7,3,"['大米', '加工', '种植', '副产品', '销售', '2011年11月23日', '清远市', '清新区', '清连', '高速路', '土特产', '草药', '农林牧渔', '临近', '植物油', '收储', '生态农业', '食用植物油', '精炼', '现代农业', '散装食品', '概念', '兴办实业', '机遇', '茶叶', '逐年', '充分发挥', '水产品', '坐落于', '便利', '新兴', '预包装食品']"
4416,4,10,"['文化', '输出', '文化景观', '于文化', '营建', '园林文化', '化发展', '姑苏', '城市名片', '城市', '客厅', '打造', '风景', '生态园林', '目的地', '综合化', '规划设计', '出版', '动力', '园林', '旅游', '养护', '挖掘', '生态', '产业化', '竞争力', '工程施工', '工作', '服务商', '全方位', '策划', '提升']"
4417,7,9,"['蓝莓', '种植基地', '上海市', '苗木', '供应', '基地', '种植', '上海', '黄浦江', '涵养林', '水资源保护区', '235亩', '主栽', '南高', '奥尼尔', '密斯', '雷格', '布里吉塔', '采摘期', '5月中旬', '7月中旬', '果园', '所种', '盛果期', '周边城市', '万亩', '中国绿色食品发展中心', '总站', '30亩', '鲜果', '3年', '绿色食品']"
4418,6,0,"['防水', '保温', '屋面', '暴露', '屋顶', '建筑', '地下工程', '管廊', '应用于', '防水材料', '水利工程', '隧道', '民用建筑', '室内', '装饰', '工程施工', '施工', '工业', '工程', '研发', '销售', '非', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
4419,5,6,"['医疗器械经营企业许可证', '医疗器械', '化工产品', '危险', '申请', '经营', '化学品', '生物', '技术转让', '医药', '咨询服务', '专项化学用品制造', '监控化学品', '商品信息', '二类医疗器械', '专控商品', '市场调研', '第三类', '批准', '方可', '医学', '交流', '专营', '试验', '贸易', '技术进出口', '许可', '零售', '技术咨询', '货物', '研究', '进出口']"
4420,4,3,"['纸袋', '手挽', '机械', '包装', '扁绳', '折痕', '糊底', '纸袋机', '服装类', '肯尼亚', '可再生', '斯里兰卡', '制袋', '食品类', '芬兰', '阿根廷', '三十多个', '巴西', '意大利', '行业', '印度', '国家', '成型', '全自动', '主流', '印刷', '制造', '围绕', '绿色', '研发', '定制化', '售后服务']"
4421,6,0,"['玩具', '终止', '板材', '塑料', '装饰', '建筑', '完毕', '2015年5月', '2014年9月', '机械化', '稳步', '华东地区', '报告期', '之初', '一批', '龙头企业', '产品质量', '销售', '自动化', '提升', '经营', '领域', '研发', 'PVC发泡板', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
4422,6,5,"['包装用聚酯捆扎带', '组合式塑料托盘', '二项', '22344', '实施', '发布', '2011年度', '起草', '2008年', '负责', '国家标准', '2008', '制定', '2011', '2012年', '制造', '研发', '销售', 'GB', 'T', 'T27915', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
4423,4,7,"['工业', '自动化', '可编程控制器', '自动控制系统', '仪器仪表', '装置', '证书类', '集成', '制造业', '软件设计', '开发', '触摸屏', '伊始', '网络工程', '批准', '自动化控制系统', '12101511', '软件技术', '统一', '技术培训', '大类', '制造', '成套', '系统', '国家统计局', '职业', '自营', '挂牌公司投资型行业分类指引', '信息系统集成', '认可', '培训', '维修']"
4424,6,9,"['粉末', '合金', '硬面', '球形', '实验室', '雾化', '雾化制粉', '氮气', '高纯', '粉体', '常务理事', '单位', '材料', '金属', '基础理论', '钴基', '130多个', '天塔', '管道式', '建全', '天津市河北区', '钢协粉末冶金协会硬面技术专业委员会', '所在区', '监督岗', '光荣称号', '氩气', '高等级', '价廉', '镍基', '铜基', '纯金属', '广受']"
